Bridge Number According to Zucchetta,Bridge Name,Bridge Code,Canal Width (m),ID,Year Constructed,Date of Last Restoration,Year of Last Restoration,Time of Survey (24:00),Date of Survey,Survey Incomplete?,Private Bridge?,Address,Address Letter,Number of Street Address On Bridge,Street Addresses on Bridge,Canal Crossed,Segment Code,Northern Island Number,Southern Island Number,Northern Sestiere Code,Name of Northern Sestiere,Southern Sestiere Code,Name of Southern Sestiere,Number of Arches,Arch Style Code,Arch Style,Crooked Bridge?,Handicapped Accessible?,Number of Ramps,Construction Material Code,Construction Material,Numerical Condition of Bridge,Qualitative Condition of Bridge,Decorations,Numerical Condition of Decorations,Qualitative Condition of Decorations,Number of Northern Steps,Number of Southern Steps,Total Number of Steps,Height of Step (cm),Code for Material of Step Face,Face Material,Conditions of the Step Face,Description of Step Face Conditions,Step Depth (cm),Step Pavement Material Code,Step Pavement Material,Numerical Condition of Step Pavement Material,Qualitative Condition of Step Pavement Material,Minimum Step Width (m),Step Surface (Min),Total Surface Area of Steps (m^2) ,Material Code of Summit Pavement,Material of Summit Pavement,Numerical Condition of Summit Pavement,Qualitative Condition of Summit Pavement,Full Width Including Railings (m),Net Width of Bridge (m),Width of Summit (m),Length of Summit (m),Surface Area of Summit (m^2),Total Surface Area of Pavement (m^2),Surface Area From Map,Estimated Surface Area,Hypotenuse North (deg),Hypotenuse South (deg),N Cathetus (deg),S Cathetus (deg),Inclination North (deg),Inclination South (deg),Maximum Inclination (deg),Code for railing type,Type of Railing,Code for the material of the rail,Railing Material,Railing condition,Qualitative condition of Railing,Width of Eastern Railing (cm),Width of Western Railing (cm),Average railing width (cm),Average Height of Railing (m),Additional Handrail?,Protrusion North (m),Protrusion South (m),Span (m),Tide Level (m),Water level (cm),Height 1m North (m),Height Center (m),Height 1m South (m),Minimum Height (m),Average Height (m),Ratio of Span to Height,Thickness 2m North Of Center (m),Thickness 1m North Of Center (m),Central Thickness (m),Thickness 1m South of Center (m),Thickness 2m South of Center (m),Minimum Thickness (m),SE-N2,SE-N1,SE-C,SE-S1,SE-S2,H-N2,H-C,H-S2,SI-N2,SI-N1,SI-C,SI-S1,SI-S2,Photo Number of Arch,Photo Number of Ramp,Photo Number of Reference Elevation Point,Reference to CAD Drawings,Latitude,Longitude,Notes,History,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,Ponte dei Muti,MUTI,8.12,240,,,,15:08,07-Jan-99,FALSE,FALSE,,,0,,Rio dei Muti                                                ,MUTI      ,5,6,CN,Cannaregio          ,CN,Cannaregio          ,3,8,Trapezoidale,FALSE,FALSE,2,4,Legno,2,Medie,,,,13,13,26,13,4,Legno,2,Medie,34,4,Legno,2,Medie,1.61,0.55,14.23,4,Legno,1,Cattive,1.63,1.45,1.44,6.12,8.81,23.05,26.50,24.77,5.5,5.07,0,0,0,0,0,2,Vuoto Geometrico,4,Legno,2,Medie,9,9,9.00,0.89,TRUE,0,0,8.12,0.22,22,2.65,2.65,2.65,2.65,2.65,3.06,0.34,0.35,0.35,0.36,0.33,0.33,1.23,1.24,1.24,1.25,1.22,3.67,3.67,3.68,0.89,0.89,0.89,0.89,0.89,,B11,B12,,45.4447493,12.3334408,Le rampe sud e nord hanno i primi 5 scalini in pietra.,"�Our Lady of the Garden. The family Muti, coming from Lombardy and divided into more than one branch, belonged to the original nationality. The branch told by S. Martial, or Our Lady of the Garden, because he lived in that district, transmigrated in Venice precisely from Cima, in G. Antonio, the son of who is appointed G. Michiele, and a doctor by profession, he married Elizabeth Gerardi Zecchini. He tested it October 2, 1556 in acts Anton Maria Vincenti, and in 1568 he prepared tomb in the church of S. Martial coll'epigrafe: Michael De Sibi Mutis Posterisque Condidit Suis An. D. Mdlxviii. In the 'Court of Muti ""to Our Lady of the dwelt in the past century the Prince of Castiglione. Another branch of Muti lived in S. Cassian, and we will discuss in the following article.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,Ponte Brazzo,BRAZZO,7.77,239,,,,11:03,15-Jan-99,FALSE,FALSE,,,0,,Rio Brazzo                                                  ,BRAZ      ,4,5,CN,Cannaregio          ,CN,Cannaregio          ,1,6,Sesto Ribassato,FALSE,FALSE,2,14,Mattoni e Pietra d'Istria,2,Medie,,,,12,13,25,12,2,Pietra d'Istria,2,Medie,47,32,Pietra d'Istria e Asfalto,2,Medie,3.42,1.61,40.19,8,Asfalto,2,Medie,4.13,4.08,3.42,3.02,10.33,50.51,59.70,55.11,6,6.63,0,0,0,0,0,2,Vuoto Geometrico,19,Metallo e Pietra d'Istria,2,Medie,2.5,2.5,2.50,0.86,FALSE,0.25,0.3,7.22,0.64,,2.57,2.67,2.6,2.57,2.61,2.81,0.71,0.57,0.49,0.54,0.61,0.49,1.56,1.42,1.36,1.4,1.47,3.35,3.39,3.36,0.85,0.85,0.87,0.86,0.86,,,,,45.4455421,12.3315503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,Ponte dei Trasti,TRASTI,6.62,238,,,,17:09,14-Jan-99,FALSE,FALSE,,,0,,Rio dei Trasti                                              ,TRAS      ,3,4,CN,Cannaregio          ,CN,Cannaregio          ,1,6,Sesto Ribassato,FALSE,FALSE,2,14,Mattoni e Pietra d'Istria,2,Medie,,,,12,11,23,15,2,Pietra d'Istria,2,Medie,47,8,Asfalto,2,Medie,2.12,1.00,22.92,8,Asfalto,2,Medie,2.85,2.79,2.17,3,6.51,29.43,43.10,36.26,5.85,5.35,0,0,0,0,0,2,Vuoto Geometrico,19,Metallo e Pietra d'Istria,2,Medie,3,3,3.00,0.88,FALSE,0.05,0.15,6.42,-0.02,,2.33,2.55,2.36,2.33,2.41,2.76,0.89,0.59,0.41,0.56,0.83,0.41,1.76,1.47,1.31,1.45,1.71,3.82,3.88,3.83,0.87,0.88,0.9,0.89,0.88,,,,,45.4460817,12.3295272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,Ponte Contarini o de la Sensa,SENSA,10.64,237,,,,15:31,14-Jan-99,FALSE,FALSE,,,0,,Rio de la Sensa                                             ,SENS1     ,3,7,CN,Cannaregio          ,CN,Cannaregio          ,1,3,Policentrico,FALSE,FALSE,2,4,Legno,2,Medie,,,,15,16,31,15,13,Vuoto,,,38,4,Legno,2,Medie,2.33,0.89,27.45,4,Legno,2,Medie,2.54,2.30,2.35,5.28,12.41,39.86,41.10,40.48,5.9,6.5,0,0,0,0,0,2,Vuoto Geometrico,4,Legno,2,Medie,12,12,12.00,0.96,TRUE,0,0,10.64,-0.21,,3.2,3.25,3.25,3.2,3.23,3.33,0.67,0.58,0.53,0.54,0.62,0.53,1.64,1.54,1.49,1.49,1.57,4.95,4.95,4.95,0.97,0.96,0.96,0.95,0.95,C28,C29,,,45.4474156,12.3251036,I primi due gradini delle rampe sono in pietra d'Istria.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,Ponte Turlona,TURLON,10.77,236,,,,16:01,14-Jan-99,FALSE,FALSE,,,0,,Rio de la Sensa                                             ,SENS2     ,3,8,CN,Cannaregio          ,CN,Cannaregio          ,3,8,Trapezoidale,FALSE,FALSE,2,4,Legno,2,Medie,,,,13,12,25,17,13,Vuoto,,,39,4,Legno,2,Medie,1.92,0.75,18.72,4,Legno,2,Medie,2.13,1.93,1.94,5.8,11.25,29.97,29.60,29.79,4.75,4.35,0,0,0,0,0,2,Vuoto Geometrico,4,Legno,2,Medie,10,10,10.00,0.90,TRUE,2.75,2.6,5.42,-0.18,,2.69,2.69,2.68,2.68,2.69,2.02,0.25,0.25,0.25,0.25,0.25,0.25,1.15,1.15,1.15,1.15,1.15,4.02,4.02,4.01,0.9,0.9,0.9,0.9,0.9,C27,C33s,,,45.4467962,12.3268978,"La rampa sud ha i primi 2 scalini in pietra, la rampa nord ha i primi 3 scalini in pietra.","�to S. Jerome. We know that in the sixteenth century the cittadinesca Turloni family lived in S. Polo, and precisely in the street nowadays called ""Pezzana"" (see under this name, but he possessed a wrinkle of twenty-four houses in the parish of SS. Ermagora and Fortunato, at St. Jerome. Of these homes speak Sanudo in his Diaries, under date of October 1,1503, in the following words: ""Dapoi Disdar fo much consejo, et veneno do fioi Mr. dil. Zuan Francesco Gonzaga, Marquis of Mantua Zermani dil, zoveni well laid out and shapely, appointed one Lodovico, the other Frederick, came forward to here. conduta they wished; alozono at cha 'Turlon to St. Hieronimo. ""Turloni The family came from the territory Bergamasco, and practiced the art of wool with which acquistossi many riches. Turloni James gave on the occasion the war of Chioggia good part of his faculties to the Republic, which made him ballottare, though without effect, pel Grand Council. Turloni Another James was elected bishop of Trogir. A Gaspare was greatly pleasing to various principles, but mainly Stefan Batory Prince of Transylvania, and then King of Poland, at whose side he fought valiantly against the Turks, a FIATA rescuing the prince himself fell from his horse, and soon to be oppressed by enemies. Filled therefore with honors and riches, he returned to Venice, where he used to walk around the city with a retinue of arrogant and good soldiers, some even committing violence. Having therefore met the enmity of many nobles, including Leonardo Moro, was imprisoned, but afterwards, escaped from prison, exiled in 1599 by the loss of all his faculties. He died in Flanders with the title of Chief Infantry, and he died the family Turloni. Paolo Antonio Labia In 1599 he bought the houses from the IRS that Gaspare owned in St. Jerome, and he restored in 1603, as deduced from a tombstone is still visible on the report. room in one of these houses were represented in 1746 works in music, becoming act on the scene wooden figures, and sing the artists behind the scenes, accompanied by a large orchestra. Groppo in his ""Catalogue of dramas for Music recited in the theaters of Venice,"" testifies that in such potea do not see what more noble and grandiose, which cost it the Labia such a large sum, and that everything surpassed the belief of those who do n ' was an eye-witness. The show, which gave him free, he was also honored by the intervention of the Duchess of Modena, which, on account of the war, then lived in this dominant.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,Ponte de la Malvasia,MALVAS,12.89,235,,,,16:55,14-Jan-99,FALSE,FALSE,,,0,,Rio de la Sensa                                             ,SENS2     ,3,8,CN,Cannaregio          ,CN,Cannaregio          ,1,7,Sesto Super Ribassato,FALSE,FALSE,2,14,Mattoni e Pietra d'Istria,2,Medie,,,,16,14,30,12,2,Pietra d'Istria,2,Medie,50,32,Pietra d'Istria e Asfalto,2,Medie,2.37,1.19,35.55,8,Asfalto,2,Medie,2.9,2.84,3.6,2.97,10.69,46.24,56.60,51.42,7.96,7.36,0,0,0,0,0,2,Vuoto Geometrico,19,Metallo e Pietra d'Istria,2,Medie,3,3,3.00,0.90,FALSE,0.9,0.8,11.19,-0.05,,2.8,2.84,2.8,2.8,2.81,4.00,0.53,0.60,0.59,0.59,0.63,0.53,1.5,1.49,1.48,1.48,1.5,4.34,4.37,4.33,0.97,0.89,0.89,0.89,0.87,C34,D7,,,45.4463214,12.3284028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,Ponte del Forno,FORNO2,12.56,234,,,,9:56,15-Jan-99,FALSE,FALSE,,,0,,Rio de la Sensa                                             ,SENS3     ,4,8,CN,Cannaregio          ,CN,Cannaregio          ,1,7,Sesto Super Ribassato,FALSE,FALSE,2,14,Mattoni e Pietra d'Istria,2,Medie,,,,10,10,20,13,2,Pietra d'Istria,2,Medie,49,32,Pietra d'Istria e Asfalto,2,Medie,1.18,0.58,11.56,8,Asfalto,2,Medie,3.24,3.18,2.53,3.99,10.09,21.66,42.50,32.08,5.88,5.82,0,0,0,0,0,2,Vuoto Geometrico,19,Metallo e Pietra d'Istria,2,Medie,3,3,3.00,0.84,FALSE,1,1.15,10.41,0.51,,2.39,2.42,2.29,2.29,2.37,4.55,0.63,0.58,0.59,0.63,0.63,0.58,1.47,1.4,1.43,1.46,1.48,3.28,3.34,3.24,0.84,0.82,0.84,0.83,0.85,D8,D16,,,45.4459141,12.329879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,Ponte dei Mori,MORI,11.06,233,,,,10:50,15-Jan-99,FALSE,FALSE,,,0,,Rio de la Sensa                                             ,SENS5     ,5,9,CN,Cannaregio          ,CN,Cannaregio          ,1,7,Sesto Super Ribassato,FALSE,FALSE,2,14,Mattoni e Pietra d'Istria,2,Medie,,,,12,16,28,12,2,Pietra d'Istria,2,Medie,44,32,Pietra d'Istria e Asfalto,2,Medie,3.58,1.58,44.11,8,Asfalto,2,Medie,3.95,3.89,3.35,4.35,14.57,58.68,70.80,64.74,6.6,10,0,0,0,0,0,2,Vuoto Geometrico,6,Metallo,2,Medie,3,3,3.00,0.87,FALSE,0.5,0.4,10.16,0.39,,2.75,2.8,2.7,2.7,2.75,3.76,0.73,0.55,0.50,0.61,0.77,0.50,1.62,1.42,1.37,1.47,1.65,3.78,3.78,3.78,0.89,0.87,0.87,0.86,0.88,D24,D23,,,45.4452814,12.3320642,,"�Our Lady of the Garden. Here you can see an ancient body of factories, mostly tampered with and modernized, which stretches from the ""Rio della Sensa"" to that of ""Our Lady of the Garden,"" and has embedded in walls three statues of men dressed to the east (a of which is well known by our people under the name of ""Zior Antonio Rioba"" then finishing with a palace archiacuto, having carved on the facade, the side by the aforementioned ""Rio of Our Lady of the Garden,"" a man, though it in costume Eastern Europe, who is leading a camel, as well as ancient altar. All writers believed until now that these were the remains of the ancient storehouse of the Moors, or Saracens, but it is certain that in stead that the buildings described above were lifted from the family Mastelli , the authors of which were the three brothers Rioba, Sandi and Afani, came from the Morea, and therefore grossly Mori appealed, that the statues are images of the same, and thus was born the name to the nearby streets. We read in this regard in a chronicle (Class VII, No. 27 of Marciana: ""In the years of Sig.re MCXII three brothers Greeks, Rioba, Sandi et Afani, for seditioni civil fuggitisi from the Morea, where held many giurisditioni, took refuge with large possessions in Venetia, built et the abitationi their very honorevoli below the Ponte dei Mori, so called for the figures of the three aforesaid brethren, that in the corners of the factory together with the names they are seen carved. ""And another chronicle puts it this way in the Code"" are to be seen nowadays the old abitationi the house Mastelli below St. Mary of the Garden, et especially the ruins of a palatial building, the corners of which are placed three large marble figures of men dressed in the Greek, which supporting the whole building , holding on his shoulders a burden, even like a suitcase for dimostratione perhaps the wealth they brought in Venice, in which are carved the names of the first three authors of this house, et for this reason there near the bridge, which crosses the Grand Canal of Mercy, is called the Moors. ""To then prove the veracity of the two chronicles, the second of which exchanges the"" Rio della Sensa ""with that of"" Mercy "", as in the courtyard of the palace would add that on the camel the prospectus, which can be accessed through the door located in ""Campo dei Mori"" at No. 3381, scorgesi still a ring of well adorned with a shield with a checkered bar, family coat of arms Mastelli, repeated well over a hearth of the apartments higher. This family, which was the ancient councils, in 1202 he took part in the crusade led by the doge Enrico Dandolo. Later, remained in citizenship, and appearing solely to commerce, opened in ""Cannaregio"" a warehouse of spices in the name of the ""Camel , ""in allusion perhaps the camel carved on the building. bought it by the Dominion jurisdiction over the said step of Moranzano sul Brenta, and abandoned the trade, expected to enjoy in peace the riches collected until 1620, when he went extinct in an Antonio, Gaspare's son Mastelli and Laura Turloni. Here, according to the Stork, the reason why the people of the primitive name Rioba, leading one of the statues mentioned above, added to Antonio. Nevertheless, the palace of the Camel was already past a few years later in the family Priced, having Paola, born Nicholas Mastelli, and wife of Peter Dardanians, given as a dowry to his daughter Angela, congiuntasi in marriage with Marcantonio Priced. The Gradenigo, that 'his' Notatori ""picked up things Milder happened in Venice, said that in 1757, when this building was owned by the notary Pietro Priced, were heard for several consecutive nights playing the same hour all the five bells inside the rooms. Hence there arose a lot of fear, fainting women, dug out of the blood, and went so far as to implore the blessing of the priest, and, this being worth anything, to call the school chaplain of S. Fantino (solemn exorcist hunted into exile because the alleged evil spirits. E 'likely that the body of factories built by the Mastelli also formerly belonged to the palace of Jacopo Robusti, known as Tintoretto, located on the ""Foundation of the Moors' at NA 3399, although it is known that the famous painter Francesco comperollo Schietti instrument with 8 June 1574, in acts John Fanio . In these thresholds Jacopo gave his home until May 31,1594, the day of his death. The same stable afterwards passed into the hands of his son Domenico him, and indeed it is stated that he wanted to leave it to the painters as a study of the drawings, models and reliefs of his father, but had to disgust, way change of opinion. It was later owned Octavia, sister of Dominic, and wife of Sebastiano Casser, the descendants of which owned it until today.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,Ponte Corte Vechia,VECIA,14.44,232,,,,14:43,07-Jan-99,FALSE,FALSE,,,0,,Rio de la Sensa                                             ,SENS6     ,6,9,CN,Cannaregio          ,CN,Cannaregio          ,1,7,Sesto Super Ribassato,FALSE,FALSE,2,14,Mattoni e Pietra d'Istria,1,Cattive,,,,13,13,26,13,2,Pietra d'Istria,2,Medie,40,8,Asfalto,1,Cattive,2.58,1.03,26.83,8,Asfalto,1,Cattive,3.2,3.14,2.6,5.05,13.13,39.96,53.70,46.83,8.4,8.3,0,0,0,0,0,2,Vuoto Geometrico,6,Metallo,2,Medie,3,3,3.00,0.92,FALSE,0.26,2.67,11.51,0.26,26,2.8,2.97,2.81,2.8,2.86,4.11,0.75,0.55,0.48,0.53,0.73,0.48,1.67,1.46,1.39,1.45,1.65,4,4.1,4,0.92,0.91,0.91,0.92,0.92,B10,B8 s,B9,,45.4444539,12.3336494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,Ponte de l'Abazia,ABAZIA2,12.83,231,,,,12:46,07-Jan-99,FALSE,FALSE,,,0,,Rio de la Sensa                                             ,SENS6     ,6,9,CN,Cannaregio          ,CN,Cannaregio          ,3,8,Trapezoidale,FALSE,FALSE,2,4,Legno,1,Cattive,,,,10,2,12,17,2,Pietra d'Istria,2,Medie,40,1,Mattoni,2,Medie,2.45,0.98,11.76,4,Legno,1,Cattive,3,2.72,2.72,13.72,37.32,49.08,57.30,53.19,4.35,0.85,0,0,0,0,0,2,Vuoto Geometrico,4,Legno,1,Cattive,14,14,14.00,0.93,FALSE,0.12,0.26,12.45,0.36,36,2.71,2.72,2.72,2.71,2.72,4.59,0.31,0.31,0.33,0.31,0.32,0.31,1.25,1.25,1.25,1.24,1.26,3.6,3.61,3.6,0.94,0.94,0.92,0.93,0.94,B5,B6,B7,,45.4436313,12.3350478,Rampa a nord in mattoni e pietra d'Istria.,See ABAZIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,Ponte dei Lustraferi,LUSTRA,5.81,230,,,,10:26,15-Jan-99,FALSE,FALSE,,,0,,Rio dei Lustraferi                                          ,LUST      ,8,9,CN,Cannaregio          ,CN,Cannaregio          ,1,6,Sesto Ribassato,FALSE,FALSE,2,14,Mattoni e Pietra d'Istria,4,Ottime,,,,10,9,19,12,2,Pietra d'Istria,4,Ottime,43,3,Trachite,4,Ottime,3.36,1.44,27.45,3,Trachite,4,Ottime,4.05,3.36,3.36,3.23,10.85,38.30,53.60,45.95,7.14,6.07,0,0,0,0,0,1,Piena,14,Mattoni e Pietra d'Istria,2,Medie,28,41,34.50,0.84,FALSE,0.4,0.4,5.01,0.47,,1.97,2.11,2.03,1.97,2.04,2.54,0.76,0.52,0.43,0.48,0.71,0.43,1.63,1.35,1.23,1.31,1.56,2.85,2.87,2.87,0.87,0.83,0.8,0.83,0.85,D18,D21,,,45.4451131,12.3300078,Restauro in corso.,"�on the ""Foundation Ormesini,"" at the ""Bridge dell'Aseo."" Here, as in other parts of Venice, there was a workshop by ""lustraferri"" who were certain that occupavansi artisans in giving polished in irons, and especially those of the gondolas. Gradenigo it says' his' Notatori ""that the more skilled blacksmith in 1760 to work in the irons of the gondolas was the"" Bridge dell'Aseo 'in S. Martial.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,Ponte de le Torete,TORETE,5.34,229,,01-Jan-99,1,15:51,14-Jan-99,FALSE,FALSE,,,0,,Rio de le Torete                                            ,TRTE      ,7,8,CN,Cannaregio          ,CN,Cannaregio          ,1,6,Sesto Ribassato,FALSE,FALSE,2,15,"Mattoni, Intonaco e Pietra d'Istria",3,Buone,,,,9,9,18,13,2,Pietra d'Istria,4,Ottime,46,3,Trachite,4,Ottime,4.44,2.04,36.76,3,Trachite,4,Ottime,5.18,4.48,4.44,3.07,13.63,50.39,66.80,58.60,6.02,6.55,0,0,0,0,0,1,Piena,14,Mattoni e Pietra d'Istria,2,Medie,28,42,35.00,0.78,FALSE,0.3,0.4,4.64,-0.2,,1.92,2.05,1.95,1.92,1.97,2.42,0.85,0.60,0.50,0.57,0.65,0.50,1.7,1.32,1.19,1.29,1.55,3.44,3.44,3.44,0.85,0.72,0.69,0.72,0.9,C32,C31,,,45.4460359,12.3264585,Restauro in corso.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,Ponte del Gheto Novissimo,GHETONS,8.66,228,,,,16:41,14-Jan-99,FALSE,FALSE,,,0,,Rio del Ghetto Nuovo                                        ,GHET      ,11,15,CN,Cannaregio          ,CN,Cannaregio          ,2,10,Irregolare,FALSE,FALSE,2,4,Legno,2,Medie,,,,9,9,18,15,2,Pietra d'Istria,2,Medie,40,31,"Trachite, Pietra d'Istria e Legno",2,Medie,1.82,0.73,13.10,4,Legno,2,Medie,2.04,1.80,1.82,6.65,12.10,25.21,28.40,26.80,3.54,3.87,0,0,0,0,0,2,Vuoto Geometrico,4,Legno,2,Medie,12,12,12.00,0.95,FALSE,2.5,0,6.16,-0.09,,2.33,2.33,2.32,2.32,2.33,2.66,0.30,0.30,0.29,0.29,0.29,0.29,1.24,1.24,1.24,1.24,1.24,3.66,3.66,3.65,0.94,0.94,0.95,0.95,0.95,D2,D6,,,45.4450954,12.3274116,,�to SS. Ermagora and Fortunato. View Ghetto Vecchio.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,Ponte del Gheto Vechio,GHETOV,7.97,227,,,,12:45,14-Jan-99,FALSE,FALSE,,,0,,Rio del Ghetto Nuovo                                        ,GHET      ,11,15,CN,Cannaregio          ,CN,Cannaregio          ,1,2,Piano,FALSE,FALSE,2,17,Legno e Metallo,2,Medie,,,,9,8,17,13,2,Pietra d'Istria,2,Medie,40,3,Trachite,2,Medie,2,0.80,13.60,4,Legno,2,Medie,2.21,2.13,2.14,9,19.26,32.86,33.30,33.08,3.77,3.29,0,0,0,0,0,2,Vuoto Geometrico,6,Metallo,2,Medie,4,4,4.00,0.80,FALSE,0,0,7.97,0.04,,2.2,2.24,2.19,2.19,2.21,3.64,0.28,0.28,0.27,0.28,0.28,0.27,1.08,1.08,1.06,1.08,1.08,3.24,3.26,3.23,0.8,0.8,0.79,0.8,0.8,,C19,,,45.4452923,12.3263386,Rampe in trachite. Sommit� in legno e ferro.,"�to S. Jerome. This bridge is so called because it is between the ""Old Ghetto,"" and ""Ghetto Nuovo"", uniting them together.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,Ponte Privato va al civico 1104/C/D,BATE1_P1,10.09,226,,,,9:21,15-Jan-99,FALSE,TRUE,1104,C/D,2,"1104C, 1104D",Rio del Batelo                                              ,BATE1     ,10,15,CN,Cannaregio          ,CN,Cannaregio          ,1,2,Piano,FALSE,FALSE,2,6,Metallo,3,Buone,,,,0,9,9,17,2,Pietra d'Istria,3,Buone,35,2,Pietra d'Istria,3,Buone,2.02,0.71,6.36,17,Legno e Metallo,3,Buone,2.03,1.96,1.99,10.76,21.41,27.78,32.80,30.29,0,3.46,0,0,0,0,0,2,Vuoto Geometrico,6,Metallo,3,Buone,3.5,3.5,3.50,0.96,FALSE,0,0,10.09,0.55,,2.46,2.46,2.46,2.46,2.46,4.10,0.27,0.27,0.27,0.27,0.27,0.27,1.23,1.23,1.23,1.23,1.23,3.14,3.14,3.14,0.96,0.96,0.96,0.96,0.96,D12,D13 s,,,,,Non esiste la rampa nord.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,Ponte del Batelo,BATELO,8.46,225,,,,9:09,15-Jan-99,FALSE,FALSE,,,0,,Rio del Batelo                                              ,BATE1     ,10,15,CN,Cannaregio          ,CN,Cannaregio          ,2,10,Irregolare,FALSE,FALSE,2,4,Legno,2,Medie,,,,11,11,22,14,13,Vuoto,,,35,37,Trachite e Legno,2,Medie,1.6,0.56,12.32,4,Legno,2,Medie,1.79,1.61,1.6,5.55,8.88,21.20,25.20,23.20,4.18,3.88,0,0,0,0,0,2,Vuoto Geometrico,4,Legno,2,Medie,9,9,9.00,0.90,TRUE,0.09,3.5,4.87,0.55,,2.49,2.49,2.49,2.49,2.49,1.96,0.31,0.32,0.32,0.32,0.32,0.31,1.21,1.22,1.22,1.22,1.22,3.16,3.16,3.16,0.9,0.9,0.9,0.9,0.9,D11,D10 s,,,45.4458038,12.3234679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
